x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.08037468791007996,-0.035339415073394775,-0.14670369029045105,-0.1362411379814148,-0.19844740629196167,-0.22633230686187744,-0.25051888823509216,-0.28370410203933716,-0.09938150644302368,-0.35766780376434326,-0.11970248818397522,-0.5033783614635468,-0.13423418998718262,-0.5973896682262421,-0.14461258053779602,-0.6800270676612854,-0.04885751008987427,-0.384868860244751,-0.04942983388900757,-0.5535494685173035,-0.0512164831161499,-0.6640758514404297,-0.05278635025024414,-0.7623507082462311,-0.0009441375732421875,-0.3745810389518738,0.010022282600402832,-0.5297522842884064,0.01436394453048706,-0.6335919797420502,0.0159837007522583,-0.7283814549446106,0.04649239778518677,-0.3323821425437927,0.08897364139556885,-0.4347723126411438,0.11823946237564087,-0.5082394182682037,0.1423168182373047,-0.5772526264190674,OPEN_PALM
0.0,0.0,-0.08151566982269287,-0.035845935344696045,-0.15076392889022827,-0.1443745493888855,-0.20300334692001343,-0.23535770177841187,-0.2551559507846832,-0.2835475206375122,-0.09946918487548828,-0.35955148935317993,-0.12021541595458984,-0.5047506093978882,-0.1355634331703186,-0.5961642265319824,-0.14775848388671875,-0.6760282516479492,-0.049623727798461914,-0.385292649269104,-0.05118420720100403,-0.5526773929595947,-0.05306968092918396,-0.662617564201355,-0.05467155575752258,-0.7578844428062439,-0.0019416213035583496,-0.3739299178123474,0.008639335632324219,-0.5287443995475769,0.013552546501159668,-0.6315131783485413,0.01591789722442627,-0.7249973714351654,0.0452384352684021,-0.33261770009994507,0.08611398935317993,-0.4352313280105591,0.11512959003448486,-0.5071801543235779,0.13948482275009155,-0.5749287903308868,OPEN_PALM
0.0,0.0,-0.0801628828048706,-0.03482168912887573,-0.14544975757598877,-0.13654816150665283,-0.1953536868095398,-0.22372949123382568,-0.24723875522613525,-0.2770181894302368,-0.09759142994880676,-0.3539586067199707,-0.1194692850112915,-0.5007324516773224,-0.13457942008972168,-0.5917073488235474,-0.14508435130119324,-0.6714302599430084,-0.047806620597839355,-0.38044947385787964,-0.05080720782279968,-0.5497154593467712,-0.05302730202674866,-0.6619324386119843,-0.05409917235374451,-0.7589241564273834,0.0004684329032897949,-0.3714454174041748,0.010641872882843018,-0.5254622995853424,0.014324426651000977,-0.6308392882347107,0.01600545644760132,-0.7269213497638702,0.04868811368942261,-0.3314734697341919,0.08970433473587036,-0.43528029322624207,0.11787962913513184,-0.5081908404827118,0.14116215705871582,-0.5761889815330505,OPEN_PALM
0.0,0.0,-0.07967105507850647,-0.033756136894226074,-0.14632046222686768,-0.13429486751556396,-0.1975840926170349,-0.21644634008407593,-0.24904745817184448,-0.262784481048584,-0.09936210513114929,-0.3505571484565735,-0.12303990125656128,-0.4951901435852051,-0.137671560049057,-0.5853210091590881,-0.14650869369506836,-0.6641101837158203,-0.048559606075286865,-0.3783290982246399,-0.05414003133773804,-0.5458528995513916,-0.056508004665374756,-0.6573553681373596,-0.056688129901885986,-0.7540102303028107,0.0012745261192321777,-0.36978375911712646,0.008726060390472412,-0.522413432598114,0.01142972707748413,-0.6278560757637024,0.01358729600906372,-0.7235491275787354,0.05056113004684448,-0.3291968107223511,0.08964037895202637,-0.43227872252464294,0.1166791319847107,-0.5044313967227936,0.1395498514175415,-0.5716459155082703,OPEN_PALM
0.0,0.0,-0.08139333128929138,-0.028975725173950195,-0.15218022465705872,-0.13636702299118042,-0.20384088158607483,-0.21746587753295898,-0.2534882575273514,-0.2554476857185364,-0.10230433940887451,-0.34227657318115234,-0.12589064240455627,-0.480550616979599,-0.1409042477607727,-0.5700286626815796,-0.15165090560913086,-0.6488193273544312,-0.05306562781333923,-0.370569109916687,-0.059765011072158813,-0.5346601009368896,-0.06419578194618225,-0.6435391008853912,-0.06715282797813416,-0.7382273375988007,-0.004674375057220459,-0.3634803891181946,0.00013771653175354004,-0.5153330862522125,-0.0002911984920501709,-0.6147106289863586,-0.0016290545463562012,-0.7058672904968262,0.04293069243431091,-0.3258105516433716,0.08013740181922913,-0.4317818880081177,0.10677328705787659,-0.5067603886127472,0.12913694977760315,-0.5770040154457092,OPEN_PALM
0.0,0.0,-0.07733851671218872,-0.032117366790771484,-0.1477758288383484,-0.13402998447418213,-0.20106634497642517,-0.2168213129043579,-0.2515730857849121,-0.26171839237213135,-0.09980833530426025,-0.3488950729370117,-0.1278611421585083,-0.48428839445114136,-0.14513367414474487,-0.5708808600902557,-0.15730977058410645,-0.6479465961456299,-0.053921788930892944,-0.37561914324760437,-0.06292149424552917,-0.5391513705253601,-0.06906193494796753,-0.647180050611496,-0.07332271337509155,-0.7393648624420166,-0.008644670248031616,-0.3667895793914795,-0.005523115396499634,-0.5192616581916809,-0.0058457255363464355,-0.6185443699359894,-0.007375955581665039,-0.7086766064167023,0.03584486246109009,-0.32845538854599,0.07004070281982422,-0.4379764795303345,0.09603816270828247,-0.5127743780612946,0.11822611093521118,-0.5822308361530304,OPEN_PALM
0.0,0.0,-0.08218953013420105,-0.02197033166885376,-0.15319806337356567,-0.12292319536209106,-0.20233562588691711,-0.21029001474380493,-0.24920567870140076,-0.26002782583236694,-0.10691958665847778,-0.332330584526062,-0.13913244009017944,-0.46526214480400085,-0.15872883796691895,-0.5516299307346344,-0.17345266044139862,-0.6301780045032501,-0.06362795829772949,-0.3651863634586334,-0.07559522986412048,-0.5267152190208435,-0.08662161231040955,-0.6353231966495514,-0.09413772821426392,-0.72667396068573,-0.02157682180404663,-0.3622194230556488,-0.019476264715194702,-0.5098284482955933,-0.02542528510093689,-0.6143465936183929,-0.030598580837249756,-0.7024112045764923,0.019419997930526733,-0.3280516564846039,0.05658945441246033,-0.43122607469558716,0.08528932929039001,-0.5036687850952148,0.11006739735603333,-0.5691583156585693,OPEN_PALM
0.0,0.0,-0.08231940865516663,-0.021054089069366455,-0.15492834150791168,-0.12115579843521118,-0.2064480483531952,-0.20679372549057007,-0.25398895144462585,-0.25316035747528076,-0.11381468176841736,-0.3279528021812439,-0.1499093472957611,-0.45661282539367676,-0.17262886464595795,-0.5391204953193665,-0.19011655449867249,-0.6131535768508911,-0.07291847467422485,-0.36212754249572754,-0.08926716446876526,-0.5188252329826355,-0.10218533873558044,-0.6257644593715668,-0.11191090941429138,-0.7157502174377441,-0.03279244899749756,-0.36255091428756714,-0.03471940755844116,-0.5063770115375519,-0.041141360998153687,-0.6076998710632324,-0.04768639802932739,-0.6927955448627472,0.007194489240646362,-0.3347941040992737,0.03742632269859314,-0.4441133141517639,0.06185534596443176,-0.5214574337005615,0.08277994394302368,-0.5901914536952972,OPEN_PALM
0.0,0.0,-0.0794709324836731,-0.018831729888916016,-0.14984776079654694,-0.11678731441497803,-0.20056532323360443,-0.2046375870704651,-0.24869252741336823,-0.2559072971343994,-0.11828431487083435,-0.320936918258667,-0.15722933411598206,-0.4439675807952881,-0.18243974447250366,-0.5243422389030457,-0.20176520943641663,-0.5987736582756042,-0.07801499962806702,-0.357535183429718,-0.09762242436408997,-0.5119016766548157,-0.11286544799804688,-0.6142559349536896,-0.1257934868335724,-0.7048666179180145,-0.03780856728553772,-0.35835081338882446,-0.043916285037994385,-0.5063148140907288,-0.053044140338897705,-0.6031011939048767,-0.06264600157737732,-0.6907071769237518,0.0025076866149902344,-0.329952210187912,0.0265425443649292,-0.4431306719779968,0.04444900155067444,-0.5229032635688782,0.059399545192718506,-0.5983141660690308,OPEN_PALM
0.0,0.0,-0.08376480638980865,-0.020835280418395996,-0.1532120555639267,-0.12791287899017334,-0.20311105996370316,-0.22547417879104614,-0.2530066668987274,-0.2784618139266968,-0.12164875864982605,-0.32276400923728943,-0.16194874048233032,-0.44630348682403564,-0.18921011686325073,-0.5263387113809586,-0.21097393333911896,-0.6020902395248413,-0.08075597882270813,-0.35921716690063477,-0.10215316712856293,-0.5136654078960419,-0.11951567232608795,-0.6167046427726746,-0.13447043299674988,-0.7100508213043213,-0.04012250900268555,-0.35950395464897156,-0.04975274205207825,-0.5076596736907959,-0.06089605391025543,-0.6048438549041748,-0.07146376371383667,-0.6943994164466858,0.00044918060302734375,-0.33247482776641846,0.018849998712539673,-0.4467540979385376,0.03359970450401306,-0.5273761302232742,0.046771734952926636,-0.6048059165477753,OPEN_PALM
